name,short_name,type_ru,justification,lng,nearest_distance_m,nearest_monument,article,score
Мастерская (Тверской),Мастерская,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Всем влюбленным», около 1.41 км.",37.59201,1414,Всем влюбленным,,68
Флигель (Хамовники),Флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.41 км.",37.58736202,1413,Пётр l,,68
Административное здание,Административное здание,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Сохраняет признаки объекта наследия. До ближайшего монумента — «МГУ», около 1.41 км.",37.525527,1413,МГУ,,68
Ограда церкви Ленинградский проспект 73А,Ограда церкви Ленинградский,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «ЦСКА Арена», около 1.41 км.",37.51364,1412,ЦСКА Арена,,68
Старая Басманная улица 19 с1,Старая Басманная улица,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.41 км.",37.66186829,1411,Колокольня,,68
Дом Наркомвода (Покровское-Стрешнево),Дом Наркомвода,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Сохраняет признаки объекта наследия. До ближайшего монумента — «Стадион Спартак», около 1.41 км.",37.455714,1411,Стадион Спартак,,68
Комплекс складов и гаражей Снабгрэсса,Комплекс складов гаражей,историческое здание,"Напоминает об индустриальном слое московской архитектуры. Есть региональный охранный статус. До ближайшего монумента — «Су-27», около 1.41 км.",37.71982759,1409,Су-27,,68
Старый музей (Пресненский),Музей Пресненский,музей,"Хороший вариант для короткого визита, если интересны экспозиции и локальные коллекции. Есть федеральный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.41 км.",37.5707342,1409,Cheapshot HQ,,68
Флигель (Хамовники),Флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Пётр l», около 1.41 км.",37.58696676,1409,Пётр l,,68
Жилой флигель (Басманный),Жилой флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.41 км.",37.653933,1409,Усадьба Морозовых,,68
Лабиринт (Сокольники),Лабиринт,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Красный богатырь», около 1.41 км.",37.6682,1409,Красный богатырь,,68
Главное здание,Главное здание,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Первая Хрущёвка», около 1.41 км.",37.56916,1409,Первая Хрущёвка,,68
Ограда с воротами (Хамовники),Ограда воротами,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.41 км.",37.587591,1408,Пётр l,,68
Раздевалки стадиона дворца пионеров,Раздевалки стадиона дворца,спортивная арена / стадион,"Раздевалки, тир, административные помещения стадиона. До ближайшего монумента — «Арена Лужники», около 1.41 км.",37.55984662,1407,Арена Лужники,,68
Корпус для кружковых занятий с обсерваторией и панно «Небо» на парковом фасаде (Гагаринский),Корпус кружковых занятий,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Есть выявленный охранный статус. До ближайшего монумента — «Арена Лужники», около 1.41 км.",37.55513945,1406,Арена Лужники,,68
Парковый павильон-беседка (Черёмушки),Парковый павильон-беседка,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Есть федеральный охранный статус. До ближайшего монумента — «Первая Хрущёвка», около 1.41 км.",37.5889161,1406,Первая Хрущёвка,,68
Летний домик у реки Москвы (Якиманка),Летний домик реки,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.41 км.",37.587951,1406,Фигурный фонтан,,68
Домик садовника (Хамовники),Домик садовника,историческое здание,"Место для прогулки и передышки от плотной городской застройки. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.41 км.",37.58704761,1405,Пётр l,,68
Электростанция (Басманный),Электростанция,вокзал / транспортный объект,"Интересно как часть городской инфраструктуры и повседневного движения Москвы. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.41 км.",37.654226,1405,Усадьба Морозовых,,68
улица Нижняя Масловка 15 c3,Улица Нижняя Масловка,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Путевой дворец», около 1.40 км.",37.57391,1404,Путевой дворец,,68
улица Прянишникова 12,Улица Прянишникова 12,историческое здание,"Инструментальная площадка и опытные делянки. До ближайшего монумента — «Tram station», около 1.40 км.",37.55495,1404,Tram station,,68
Чайный домик (Черёмушки),Чайный домик,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Первая Хрущёвка», около 1.40 км.",37.58949102,1404,Первая Хрущёвка,,68
Проходная с пилонами калитки (Донской),Проходная пилонами калитки,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дом-корабль», около 1.40 км.",37.61032,1404,Дом-корабль,,68
"Новая Басманная улица 14 c1, Главный дом усадьбы Стахеева",Усадьба,усадьба / дворец / особняк,"Главный дом усадьбы Стахеева. До ближайшего монумента — «Колокольня», около 1.40 км.",37.65818,1403,Колокольня,,68
Хозяйственное строение (Басманный),Хозяйственное строение,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.40 км.",37.654528,1403,Усадьба Морозовых,,68
Музей Криптографии,Музей Криптографии,музей,"Музей в Москве. До ближайшего монумента — «Ботанический сад», около 1.40 км.",37.597638888,1402,Ботанический сад,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9_%D0%BA%D1%80%D0%B8%D0%BF%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%B8,68
Александро-Мариинский детский приют с домовой церковью иконы Божией Матери «Утоли моя печали» (Марфино),Александро-Мариинский приют домовой,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Сохраняет признаки объекта наследия. До ближайшего монумента — «Ботанический сад», около 1.40 км.",37.597655,1402,Ботанический сад,,68
Базисный склад Снабгрэсс в Юрьевском переулке,Базисный склад Снабгрэсс,историческое здание,"Историческое здание в Москве, памятник архитектуры. До ближайшего монумента — «Су-27», около 1.40 км.",37.71919877,1402,Су-27,,68
Улица Короленко 3 с3,Улица Короленко 3,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Большой розарий», около 1.40 км.",37.69228524,1402,Большой розарий,,68
"Гороховский переулок 10, Частная женская гимназия В.Н. фон Дервиз с оградой",Гороховский переулок 10,историческое здание,"Гороховский переулок 10, Частная женская гимназия В.Н. До ближайшего монумента — «Колокольня», около 1.40 км.",37.666,1401,Колокольня,,68
Колодезная улица 3 к4,Колодезная улица 3,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дворец на Яузе», около 1.40 км.",37.69530358,1401,Дворец на Яузе,,68
Жилые дома (Щукино),Жилые дома,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Octod Tower», около 1.40 км.",37.4894726,1400,Octod Tower,,68
Дом Щепочкиной,Дом Щепочкиной,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.40 км.",37.588888888,1399,Cheapshot HQ,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%A9%D0%B5%D0%BF%D0%BE%D1%87%D0%BA%D0%B8%D0%BD%D0%BE%D0%B9,68
Храм Всех Святых во Всехсвятском,Храм Всех Святых,исторический храм / монастырь,"Сохранившийся православный храм Всехсвятского благочиния Московской епархии. До ближайшего монумента — «ЦСКА Арена», около 1.40 км.",37.513888888,1395,ЦСКА Арена,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%92%D1%81%D0%B5%D1%85_%D0%A1%D0%B2%D1%8F%D1%82%D1%8B%D1%85_%D0%B2%D0%BE_%D0%92%D1%81%D0%B5%D1%85%D1%81%D0%B2%D1%8F%D1%82%D1%81%D0%BA%D0%BE%D0%BC,68
Мавзолей Эрлангеров,Мавзолей Эрлангеров,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Су-27», около 1.39 км.",37.707611,1393,Су-27,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D0%B7%D0%BE%D0%BB%D0%B5%D0%B9_%D0%AD%D1%80%D0%BB%D0%B0%D0%BD%D0%B3%D0%B5%D1%80%D0%BE%D0%B2,68
Палаты в усадьбе Мараевых,Палаты усадьбе Мараевых,усадьба / дворец / особняк,"Можно увидеть редкий для Москвы слой старой каменной застройки. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.39 км.",37.66291033,1391,Колокольня,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D1%82%D1%8B_%D0%B2_%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B5_%D0%9C%D0%B0%D1%80%D0%B0%D0%B5%D0%B2%D1%8B%D1%85,68
Главный дом усадьбы С.П. Берга,Усадьба Берга,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть федеральный охранный статус. До ближайшего монумента — «Пётр l», около 1.39 км.",37.587591,1388,Пётр l,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%A1._%D0%9F._%D0%91%D0%B5%D1%80%D0%B3%D0%B0,68
Главный корпус Московского педагогического государственного университета,Главный корпус Московского,историческое здание,"Центральный учебно-административный корпус Московского педагогического государственного университета. До ближайшего монумента — «Way to ducks!», около 1.38 км.",37.576321,1382,Way to ducks!,https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BE%D1%80%D0%BF%D1%83%D1%81_%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE_%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%82%D0%B5%D1%82%D0%B0,68
Храм Введения во храм Пресвятой Богородицы у Салтыкова моста,Храм Введения храм,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Су-27», около 1.38 км.",37.680344444,1380,Су-27,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%92%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2%D0%BE_%D1%85%D1%80%D0%B0%D0%BC_%D0%9F%D1%80%D0%B5%D1%81%D0%B2%D1%8F%D1%82%D0%BE%D0%B9_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D1%83_%D0%A1%D0%B0%D0%BB%D1%82%D1%8B%D0%BA%D0%BE%D0%B2%D0%B0_%D0%BC%D0%BE%D1%81%D1%82%D0%B0,68
Дом кооператива «Обрабстрой»,Театр Обрабстрой,театр,"Камерная культурная точка для тех, кто ищет районную сцену. Есть региональный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.38 км.",37.656874,1380,Доходный дом Перлова,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BA%D0%BE%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%B0_%C2%AB%D0%9E%D0%B1%D1%80%D0%B0%D0%B1%D1%81%D1%82%D1%80%D0%BE%D0%B9%C2%BB,68
Дом Зиновьевых-Юсуповых,Дом Зиновьевых-Юсуповых,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.38 км.",37.59732433,1378,Пётр l,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%97%D0%B8%D0%BD%D0%BE%D0%B2%D1%8C%D0%B5%D0%B2%D1%8B%D1%85-%D0%AE%D1%81%D1%83%D0%BF%D0%BE%D0%B2%D1%8B%D1%85,68
Дом Телешова,Дом Телешова,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.38 км.",37.646622,1377,Доходный дом Перлова,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%A2%D0%B5%D0%BB%D0%B5%D1%88%D0%BE%D0%B2%D0%B0,68
Миусская электрическая трамвайная подстанция,Миусская электрическая трамвайная,вокзал / транспортный объект,"Интересно как часть городской инфраструктуры и повседневного движения Москвы. Есть региональный охранный статус. До ближайшего монумента — «Всем влюбленным», около 1.38 км.",37.590723,1377,Всем влюбленным,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D1%82%D1%80%D0%B0%D0%BC%D0%B2%D0%B0%D0%B9%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B4%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F,68
Дом купца Виноградова,Дом купца Виноградова,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Футболисты», около 1.38 км.",37.662608,1375,Футболисты,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BA%D1%83%D0%BF%D1%86%D0%B0_%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0,68
Храм Покрова Пресвятой Богородицы в Медведкове,Храм Покрова Богородицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Свиблово», около 1.37 км.",37.638027,1372,Усадьба Свиблово,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%B0_%D0%9F%D1%80%D0%B5%D1%81%D0%B2%D1%8F%D1%82%D0%BE%D0%B9_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D0%B2_%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%BA%D0%BE%D0%B2%D0%B5,68
Мост Богдана Хмельницкого,Мост Богдана Хмельницкого,историческое здание,"Пешеходный мост в Москве, построенный с использованием арок демонтированного Краснолужского моста. До ближайшего монумента — «Пионер», около 1.37 км.",37.570833333,1368,Пионер,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D1%82_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%B0_%D0%A5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%BA%D0%BE%D0%B3%D0%BE,68
Миусский трамвайный парк,Миусский трамвайный парк,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Есть региональный охранный статус. До ближайшего монумента — «Еврейский музей», около 1.37 км.",37.59206021,1366,Еврейский музей,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D1%80%D0%B0%D0%BC%D0%B2%D0%B0%D0%B9%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA,68
Дом И. И. Колокольникова,Дом Колокольникова,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.36 км.",37.66333254,1364,Колокольня,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%98._%D0%98._%D0%9A%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0,68
Храм Троицы Живоначальной в Серебряниках,Храм Троицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.36 км.",37.644919444,1361,Усадьба Морозовых,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D1%8B_%D0%96%D0%B8%D0%B2%D0%BE%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%B2_%D0%A1%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BD%D0%B8%D0%BA%D0%B0%D1%85,68
Телефонная станция Фрунзенского района,Телефонная станция Фрунзенского,вокзал / транспортный объект,"Интересно как часть городской инфраструктуры и повседневного движения Москвы. Считается ценной частью городской среды. До ближайшего монумента — «Фигурный фонтан», около 1.36 км.",37.58528,1360,Фигурный фонтан,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F_%D0%A4%D1%80%D1%83%D0%BD%D0%B7%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B0,68
улица Алабяна 8 / Малый Песчаный переулок 2А,Улица Алабяна 8,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «ЦСКА Арена», около 1.36 км.",37.507022,1360,ЦСКА Арена,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%BF%D1%80%D0%B5%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BD%D0%BE%D0%BC%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D1%86_%D0%95%D0%BB%D0%B8%D0%B7%D0%B0%D0%B2%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B8%D0%BD%D0%BE%D0%BA%D0%B8%D0%BD%D0%B8_%D0%92%D0%B0%D1%80%D0%B2%D0%B0%D1%80%D1%8B_%D0%BD%D0%B0_%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB%D0%B5,68
Городская усадьба Щукина,Усадьба Щукина,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть федеральный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.36 км.",37.571533888,1359,Cheapshot HQ,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%A9%D1%83%D0%BA%D0%B8%D0%BD%D0%B0,68
Храм Бориса и Глеба в Дегунине,Храм Бориса Глеба,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Apple garden», около 1.36 км.",37.534261111,1358,Apple garden,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%B0_%D0%B8_%D0%93%D0%BB%D0%B5%D0%B1%D0%B0_%D0%B2_%D0%94%D0%B5%D0%B3%D1%83%D0%BD%D0%B8%D0%BD%D0%B5,68
Специализированная клиническая больница № 8 им. З. П. Соловьёва,Специализированная клиническая больница,историческое здание,"Специализированная клиническая больница № 8 им. До ближайшего монумента — «Дом-корабль», около 1.36 км.",37.60435814,1358,Дом-корабль,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%87%D0%BD%D0%BE-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BD%D0%B5%D0%B2%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%97._%D0%9F._%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D1%8C%D1%91%D0%B2%D0%B0,68
Храм Вознесения на Гороховом поле,Храм Вознесения,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.35 км.",37.671666666,1351,Колокольня,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%92%D0%BE%D0%B7%D0%BD%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D1%8F_%D0%93%D0%BE%D1%81%D0%BF%D0%BE%D0%B4%D0%BD%D1%8F_%D0%BD%D0%B0_%D0%93%D0%BE%D1%80%D0%BE%D1%85%D0%BE%D0%B2%D0%BE%D0%BC_%D0%BF%D0%BE%D0%BB%D0%B5,68
Храм Воскресения Словущего на Арбате,Храм Воскресения Словущего,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Ultimate Zombie Box», около 1.35 км.",37.59931859,1350,Ultimate Zombie Box,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A1%D0%BB%D0%BE%D0%B2%D1%83%D1%89%D0%B5%D0%B3%D0%BE_%D0%BD%D0%B0_%D0%90%D1%80%D0%B1%D0%B0%D1%82%D0%B5,68
ДК «Компрессор»,Дом культуры,усадьба / дворец / особняк,"Сохраняет память о районной культурной жизни и общественных пространствах. Сохраняет признаки объекта наследия. До ближайшего монумента — «Су-27», около 1.35 км.",37.722226,1350,Су-27,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B_%C2%AB%D0%9A%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE%D1%80%C2%BB,68
Коммунарка,Коммунарка,историческое здание,"Бывший расстрельный полигон в Московской области. До ближайшего монумента — «Красный Бык», около 1.34 км.",37.45595,1344,Красный Бык,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BC%D1%83%D0%BD%D0%B0%D1%80%D0%BA%D0%B0_(%D1%80%D0%B0%D1%81%D1%81%D1%82%D1%80%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BE%D0%BB%D0%B8%D0%B3%D0%BE%D0%BD),68
Храм Рождества Иоанна Предтечи на Пресне,Храм Рождества Иоанна,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.34 км.",37.572027777,1341,Cheapshot HQ,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%98%D0%BE%D0%B0%D0%BD%D0%BD%D0%B0_%D0%9F%D1%80%D0%B5%D0%B4%D1%82%D0%B5%D1%87%D0%B8_%D0%BD%D0%B0_%D0%9F%D1%80%D0%B5%D1%81%D0%BD%D0%B5,68
Дома Братолюбивого общества (Лефортово),Дома Братолюбивого общества,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Су-27», около 1.34 км.",37.694702,1341,Су-27,https://ru.wikipedia.org/wiki/%D0%92%D0%B4%D0%BE%D0%B2%D1%8C%D0%B8_%D0%B4%D0%BE%D0%BC%D0%B0_(%D0%9B%D0%B5%D1%84%D0%BE%D1%80%D1%82%D0%BE%D0%B2%D0%BE),68
Храм Архангела Михаила при клиниках на Девичьем поле,Храм Архангела Михаила,исторический храм / монастырь,"Сохранившийся православный храм, принадлежащий к Центральному благочинию Московской городской епархии Русской Православной Церкви. До ближайшего монумента — «Way to ducks!», около 1.34 км.",37.573508,1340,Way to ducks!,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%90%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%D0%B0_%D0%BF%D1%80%D0%B8_%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%D1%85_%D0%BD%D0%B0_%D0%94%D0%B5%D0%B2%D0%B8%D1%87%D1%8C%D0%B5%D0%BC_%D0%BF%D0%BE%D0%BB%D0%B5,68
Храм Тихвинской иконы Божией Матери в Алексеевском,Храм Тихвинской иконы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Ростокинский акведук», около 1.33 км.",37.644156,1335,Ростокинский акведук,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A2%D0%B8%D1%85%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B9_%D0%B8%D0%BA%D0%BE%D0%BD%D1%8B_%D0%91%D0%BE%D0%B6%D0%B8%D0%B5%D0%B9_%D0%9C%D0%B0%D1%82%D0%B5%D1%80%D0%B8_%D0%B2_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%BC,68
