score,short_name,name,type_ru,lat,lng,nearest_distance_m,nearest_monument,justification,article,qid,layer
"64","международный медицинский","Московский международный медицинский кластер","необычное здание","55.684666","37.350054","1376","Hypercube","Московский международный медицинский кластер — медицинский квартал в составе Сколкова. До ближайшего монумента («Hypercube») около 1.38 км.","https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BB%D0%B0%D1%81%D1%82%D0%B5%D1%80","Q30688788","skyscraper"
"64","Казанский вокзал","Казанский вокзал","вокзал / транспортный объект","55.7736109","37.65566991","1374","Аптекарский огород","Казанский вокзал — вокзал станции Москва-Казанская в Москве. До ближайшего монумента («Аптекарский огород») около 1.37 км.","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%BA%D0%B7%D0%B0%D0%BB","Q1432585","skyscraper"
"64","МДМ","Театр МДМ","театр","55.7269833","37.5801861","1348","Фигурный фонтан","Театр МДМ — театр в районе Хамовники города Москвы, Россия. До ближайшего монумента («Фигурный фонтан») около 1.35 км.","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%9C%D0%94%D0%9C","Q24827178","theatre"
"64","Здание СЭВ","Здание СЭВ","необычное здание","55.753611111","37.576944444","1348","Cheapshot HQ","Здание СЭВ — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Cheapshot HQ») около 1.35 км.","https://ru.wikipedia.org/wiki/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%A1%D0%AD%D0%92","Q4189926","skyscraper"
"64","государственный драматический","Московский государственный драматический театр «Сопричастность»","театр","55.76388889","37.67222222","1342","Колокольня","Московский государственный драматический театр «Сопричастность» — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Колокольня») около 1.34 км.","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BF%D1%80%D0%B8%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%8C_(%D1%82%D0%B5%D0%B0%D1%82%D1%80)","Q16678045","theatre"
"64","Городская усадьба","Городская усадьба Спиридова — Рюхардт","усадьба / дворец / особняк","55.751646","37.646919","1334","Усадьба Морозовых","Городская усадьба Спиридова — Рюхардт — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Усадьба Морозовых») около 1.33 км.","https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%A1%D0%BF%D0%B8%D1%80%D0%B8%D0%B4%D0%BE%D0%B2%D0%B0_%E2%80%94_%D0%A0%D1%8E%D1%85%D0%B0%D1%80%D0%B4%D1%82","Q55654594","skyscraper"
"64","Донской монастырь","Донской монастырь","исторический храм / монастырь","55.714444444","37.602083333","1309","Дом-корабль","Донской монастырь — мужской православный монастырь в Москве. До ближайшего монумента («Дом-корабль») около 1.31 км.","https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C","Q1242146","skyscraper"
"64","Дангауэровка","Дангауэровка","необычное здание","55.748949","37.71777","1292","Су-27","Дангауэровка — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Су-27») около 1.29 км.","https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D0%B3%D0%B0%D1%83%D1%8D%D1%80%D0%BE%D0%B2%D0%BA%D0%B0","Q4154486","skyscraper"
"64","Ленинградский вокзал","Ленинградский вокзал","вокзал / транспортный объект","55.776261111","37.655327777","1290","Аптекарский огород","Ленинградский вокзал — пассажирский терминал железнодорожной станции Москва-Пассажирская Октябрьской железной дороги в Москве, Россия. До ближайшего монумента («Аптекарский огород») около 1.29 км.","https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%BA%D0%B7%D0%B0%D0%BB","Q1344454","skyscraper"
"64","Новинский монастырь","Новинский монастырь","исторический храм / монастырь","55.753147222","37.579327777","1281","Cheapshot HQ","Новинский монастырь — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Cheapshot HQ») около 1.28 км.","https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C","Q4322801","skyscraper"
"64","Ярославский вокзал","Ярославский вокзал","вокзал / транспортный объект","55.776388888","37.657222222","1267","Колокольня","Ярославский вокзал — крупный транспортный объект и узнаваемая городская точка с постоянным потоком людей. До ближайшего монумента («Колокольня») около 1.27 км.","https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%BA%D0%B7%D0%B0%D0%BB","Q1329088","skyscraper"
"64","Латышевых —","Усадьба Латышевых — Бахрушиных — Бардыгиных","усадьба / дворец / особняк","55.752917","37.650056","1266","Усадьба Морозовых","Усадьба Латышевых — Бахрушиных — Бардыгиных — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Усадьба Морозовых») около 1.27 км.","https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%9B%D0%B0%D1%82%D1%8B%D1%88%D0%B5%D0%B2%D1%8B%D1%85_%E2%80%94_%D0%91%D0%B0%D1%85%D1%80%D1%83%D1%88%D0%B8%D0%BD%D1%8B%D1%85_%E2%80%94_%D0%91%D0%B0%D1%80%D0%B4%D1%8B%D0%B3%D0%B8%D0%BD%D1%8B%D1%85","Q59641248","skyscraper"
"64","Бусиново","Бусиново","необычное здание","55.8825","37.4917","1254","Love Forever","Бусиново — микрорайон в Москве, Россия; бывший район. До ближайшего монумента («Love Forever») около 1.25 км.","https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%81%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE","Q4100079","skyscraper"
"64","международный Дом","Московский международный Дом музыки","театр","55.733055555","37.646666666","1251","Усадьба Ардалионова","Московский международный Дом музыки — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Усадьба Ардалионова») около 1.25 км.","https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B8_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)","Q4304187","theatre"
"64","Центр исполнительских","Центр исполнительских искусств на Добрынинской","театр","55.72889","37.62111","1247","Фигурный фонтан","Центр исполнительских искусств на Добрынинской — государственное бюджетное учреждение культуры города Москвы. До ближайшего монумента («Фигурный фонтан») около 1.25 км.","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D1%80_%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D1%85_%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2_%D0%BD%D0%B0_%D0%94%D0%BE%D0%B1%D1%80%D1%8B%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B9","Q21193631","theatre"
"64","Лопухиных —","Усадьба Лопухиных — Волконских — Кирьяковых","усадьба / дворец / особняк","55.75367088","37.64350672","1242","Доходный дом Перлова","Усадьба Лопухиных — Волконских — Кирьяковых — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Доходный дом Перлова») около 1.24 км.","https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%9B%D0%BE%D0%BF%D1%83%D1%85%D0%B8%D0%BD%D1%8B%D1%85_%E2%80%94_%D0%92%D0%BE%D0%BB%D0%BA%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D1%85_%E2%80%94_%D0%9A%D0%B8%D1%80%D1%8C%D1%8F%D0%BA%D0%BE%D0%B2%D1%8B%D1%85","Q23702080","skyscraper"
"64","подворье Валаамского","Московское подворье Валаамского монастыря","исторический храм / монастырь","55.774945","37.589972","1230","Всем влюбленным","Московское подворье Валаамского монастыря — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Всем влюбленным») около 1.23 км.","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D0%BF%D0%BE%D0%B4%D0%B2%D0%BE%D1%80%D1%8C%D0%B5_%D0%92%D0%B0%D0%BB%D0%B0%D0%B0%D0%BC%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8F","Q65153179","skyscraper"
"64","Сцена Мельников","Сцена «Мельников»","театр","55.7913","37.6873","1225","Большой розарий","Сцена «Мельников» — сценическая площадка Театра на Бронной. До ближайшего монумента («Большой розарий») около 1.23 км.","https://ru.wikipedia.org/wiki/%D0%A1%D1%86%D0%B5%D0%BD%D0%B0_%C2%AB%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%C2%BB","Q4453438","theatre"
"64","Преображенская старообрядческая","Преображенская старообрядческая община (Москва)","исторический храм / монастырь","55.79279","37.71624","1212","Дворец на Яузе","Преображенская старообрядческая община (Москва) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Дворец на Яузе») около 1.21 км.","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%BE%D0%B1%D1%80%D1%8F%D0%B4%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D1%89%D0%B8%D0%BD%D0%B0_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)","Q4377289","skyscraper"
"64","Каланчёвская улица","Каланчёвская улица 15а","необычное здание","55.77215","37.6517","1212","Аптекарский огород","Каланчёвская улица 15а — Офисное здание в Москве. До ближайшего монумента («Аптекарский огород») около 1.21 км.","https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%B0%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%C2%AB%D0%9E%D1%80%D0%B3%D0%B0%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%C2%BB","Q73850488","skyscraper"
"64","на Покровке","Театр на Покровке","театр","55.76345","37.65514","1210","Доходный дом Перлова","Театр на Покровке — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Доходный дом Перлова») около 1.21 км.","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%BD%D0%B0_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%BA%D0%B5","Q4453486","theatre"
"64","Neva Towers","Neva Towers","знаковое современное здание","55.75138889","37.53444444","1201","Пионер","Neva Towers — Комплекс небоскребов в ММДЦ в Москве. До ближайшего монумента («Пионер») около 1.20 км.","https://ru.wikipedia.org/wiki/Neva_Towers","Q21026850","skyscraper"
"64","Опекунский совет","Опекунский совет (Москва)","необычное здание","55.752","37.64005","1195","ГУМ","Опекунский совет (Москва) — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («ГУМ») около 1.20 км.","https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D0%BA%D1%83%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%BE%D0%B2%D0%B5%D1%82_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)","Q4335165","skyscraper"
"64","Без вывески","Театр «Без вывески»","театр","55.8245","37.5232","1158","Ерунда","Театр «Без вывески» — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Ерунда») около 1.16 км.","https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7_%D0%B2%D1%8B%D0%B2%D0%B5%D1%81%D0%BA%D0%B8_(%D1%82%D0%B5%D0%B0%D1%82%D1%80)","Q4453403","theatre"
"64","Киноклуб-музей Эльдар","Киноклуб-музей Эльдар","музей","55.665329","37.513379","1137","Усадьба Воронцово","Киноклуб-музей Эльдар — Киноклуб-музей имени Эльдара Александровича Рязанова. До ближайшего монумента («Усадьба Воронцово») около 1.14 км.","https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C%D0%B4%D0%B0%D1%80_(%D0%BA%D0%B8%D0%BD%D0%BE%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%BD%D1%8B%D0%B9_%D0%B7%D0%B0%D0%BB)","Q32859800","theatre"
"64","Покровские казармы","Покровские казармы","необычное здание","55.75679146","37.6485283","1127","Доходный дом Перлова","Покровские казармы — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Доходный дом Перлова») около 1.13 км.","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%BA%D0%B0%D0%B7%D0%B0%D1%80%D0%BC%D1%8B","Q4369280","skyscraper"
"64","Ново-Алексеевский монастырь","Ново-Алексеевский монастырь","исторический храм / монастырь","55.782916666","37.665","1125","Колокольня","Ново-Алексеевский монастырь — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Колокольня») около 1.13 км.","https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE-%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C","Q4322893","skyscraper"
"64","Екатерининская богадельня","Екатерининская богадельня","необычное здание","55.79372","37.70012","1112","Дворец на Яузе","Екатерининская богадельня — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Дворец на Яузе») около 1.11 км.","https://ru.wikipedia.org/wiki/%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%BE%D0%B3%D0%B0%D0%B4%D0%B5%D0%BB%D1%8C%D0%BD%D1%8F","Q86673515","skyscraper"
"64","на Юго-Западе","Театр на Юго-Западе","театр","55.655425","37.481125","1105","Пять Дубов","Театр на Юго-Западе — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Пять Дубов») около 1.10 км.","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%BD%D0%B0_%D0%AE%D0%B3%D0%BE-%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%B5","Q4453489","theatre"
"64","Геликон-опера","Геликон-опера","театр","55.752164","37.596592","1101","Cheapshot HQ","Геликон-опера — оперный театр в Москве. До ближайшего монумента («Cheapshot HQ») около 1.10 км. До ближайшего монумента («Cheapshot HQ») около 1.10 км.","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%BD-%D0%BE%D0%BF%D0%B5%D1%80%D0%B0","Q1602522","theatre"
"64","Сатирикон имени","театр «Сатирикон» имени Аркадия Райкина","театр","55.79700833","37.61824167","1100","Еврейский музей","театр «Сатирикон» имени Аркадия Райкина — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Еврейский музей») около 1.10 км.","https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%82%D0%B8%D1%80%D0%B8%D0%BA%D0%BE%D0%BD_(%D1%82%D0%B5%D0%B0%D1%82%D1%80)","Q4453407","theatre"
"64","Крутицкие казармы","Крутицкие казармы","необычное здание","55.72719","37.661166","1100","Футболисты","Крутицкие казармы — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Футболисты») около 1.10 км.","https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D1%82%D0%B8%D1%86%D0%BA%D0%B8%D0%B5_%D0%BA%D0%B0%D0%B7%D0%B0%D1%80%D0%BC%D1%8B","Q19910217","skyscraper"
"64","ОКО","ОКО","знаковое современное здание","55.74957778","37.53435833","1099","Пионер","ОКО — комплекс зданий, расположенных на участке 16 Московского международного делового центра. До ближайшего монумента («Пионер») около 1.10 км.","https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D0%BE_(%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81_%D0%BD%D0%B5%D0%B1%D0%BE%D1%81%D0%BA%D1%80%D1%91%D0%B1%D0%BE%D0%B2)","Q4332610","skyscraper"
"64","Бирюлёво","Бирюлёво (усадьба)","усадьба / дворец / особняк","55.606666666","37.586666666","1089","Символ Севастополя","Бирюлёво (усадьба) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Символ Севастополя») около 1.09 км.","https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D1%8E%D0%BB%D1%91%D0%B2%D0%BE_(%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0)","Q4087176","estate_palace"
"64","Зелёный театр","Зелёный театр","театр","55.72139","37.59167","1087","Фигурный фонтан","Зелёный театр — театр, расположенный в парке Горького в Москве. До ближайшего монумента («Фигурный фонтан») около 1.09 км.","https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9_%D1%82%D0%B5%D0%B0%D1%82%D1%80_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0,_%D0%BF%D0%B0%D1%80%D0%BA_%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE)","Q16653908","theatre"
"64","Иоанно-Предтеченский монастырь","Иоанно-Предтеченский монастырь","исторический храм / монастырь","55.754531","37.640067","1083","Доходный дом Перлова","Иоанно-Предтеченский монастырь — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","https://ru.wikipedia.org/wiki/%D0%98%D0%BE%D0%B0%D0%BD%D0%BD%D0%BE-%D0%9F%D1%80%D0%B5%D0%B4%D1%82%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)","Q1989280","skyscraper"
"64","музыки и","Московский театр музыки и драмы Стаса Намина","театр","55.7215","37.5915","1082","Фигурный фонтан","Московский театр музыки и драмы Стаса Намина — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Фигурный фонтан») около 1.08 км.","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%A1%D1%82%D0%B0%D1%81%D0%B0_%D0%9D%D0%B0%D0%BC%D0%B8%D0%BD%D0%B0","Q4304292","theatre"
"64","Горбунова","Усадьба Горбунова","усадьба / дворец / особняк","55.792545","37.713066","1081","Дворец на Яузе","Усадьба Горбунова — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Дворец на Яузе») около 1.08 км.","https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%93%D0%BE%D1%80%D0%B1%D1%83%D0%BD%D0%BE%D0%B2%D0%B0","Q44297268","skyscraper"
"64","Сцена на","Сцена на Перовской Московского театра иллюзий","театр","55.74539","37.81262","1075","Усадьба Кусково","Сцена на Перовской Московского театра иллюзий — театральная или концертная площадка, заметная культурная точка района. До ближайшего монумента («Усадьба Кусково») около 1.07 км.","https://ru.wikipedia.org/wiki/%D0%A1%D1%86%D0%B5%D0%BD%D0%B0_%D0%BD%D0%B0_%D0%9F%D0%B5%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9_%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D0%B5%D0%B0%D1%82%D1%80%D0%B0_%D0%B8%D0%BB%D0%BB%D1%8E%D0%B7%D0%B8%D0%B9","Q16678051","theatre"
"64","Никольский единоверческий","Никольский единоверческий монастырь","исторический храм / монастырь","55.791083333","37.716277777","1067","Дворец на Яузе","Никольский единоверческий монастырь — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. До ближайшего монумента («Дворец на Яузе») около 1.07 км.","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2%D0%B5%D1%80%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C","Q4320905","skyscraper"
"64","Высотное административное","Высотное административное здание «НИИ Дельта»","знаковое современное здание","55.802777777","37.758055555","1062","Локомотив арена","Высотное административное здание «НИИ Дельта» — здание в Москве (сносится в ноябре-декабре 2024). До ближайшего монумента («Локомотив арена») около 1.06 км.","https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%81%D0%BE%D1%82%D0%BD%D0%BE%D0%B5_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%C2%AB%D0%9D%D0%98%D0%98_%D0%94%D0%B5%D0%BB%D1%8C%D1%82%D0%B0%C2%BB","Q4129521","skyscraper"
"64","Кожухово","Кожухово (Москва, Косино-Ухтомский)","необычное здание","55.71361111","37.88833333","1053","Косинский парк","Кожухово (Москва, Косино-Ухтомский) — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Косинский парк») около 1.05 км.","https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D1%83%D1%85%D0%BE%D0%B2%D0%BE_(%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3)","Q4226430","skyscraper"
"64","Басманная больница","Басманная больница","необычное здание","55.76903","37.66531","1053","Колокольня","Басманная больница — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Колокольня») около 1.05 км.","https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%81%D0%BC%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0","Q4079075","skyscraper"
"64","Особняк Гутхейля","Особняк Гутхейля","усадьба / дворец / особняк","55.7438","37.5942","1051","Пётр l","Особняк Гутхейля — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Пётр l») около 1.05 км.","https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BE%D0%B1%D0%BD%D1%8F%D0%BA_%D0%93%D1%83%D1%82%D1%85%D0%B5%D0%B9%D0%BB%D1%8F","Q16683692","skyscraper"
"64","Клинический городок","Клинический городок на Девичьем поле","необычное здание","55.73276","37.57038","1051","Way to ducks!","Клинический городок на Девичьем поле — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Way to ducks!») около 1.05 км.","https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%BA_%D0%BD%D0%B0_%D0%94%D0%B5%D0%B2%D0%B8%D1%87%D1%8C%D0%B5%D0%BC_%D0%BF%D0%BE%D0%BB%D0%B5","Q48950546","skyscraper"
"64","Высотное здание","Высотное здание на площади Красных Ворот","знаковое современное здание","55.7693928","37.64953442","1048","Доходный дом Перлова","Высотное здание на площади Красных Ворот — заметный современный архитектурный объект, который выделяется в городской застройке. До ближайшего монумента («Доходный дом Перлова») около 1.05 км.","https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%81%D0%BE%D1%82%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D1%83_%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D1%85_%D0%92%D0%BE%D1%80%D0%BE%D1%82","Q1992056","skyscraper"
"64","Императорский железнодорожный","Императорский железнодорожный павильон","необычное здание","55.775916666","37.651277777","1044","Аптекарский огород","Императорский железнодорожный павильон — здание Царского павильона Николаевской железной дороги в Москве. До ближайшего монумента («Аптекарский огород») около 1.04 км.","https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BE%D0%BD_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)","Q51719869","skyscraper"
"64","Цурикова —","Усадьба Цурикова — Нарышкиных","усадьба / дворец / особняк","55.746865","37.600472","1038","Пётр l","Усадьба Цурикова — Нарышкиных — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. До ближайшего монумента («Пётр l») около 1.04 км.","https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_%D0%A6%D1%83%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%E2%80%94_%D0%9D%D0%B0%D1%80%D1%8B%D1%88%D0%BA%D0%B8%D0%BD%D1%8B%D1%85","Q97184489","skyscraper"
